WP_Post_ID,Name,Add,Phone,Google_Website,Yelp_URL,philly_restaurant_type,philly_restaurant_type_other_note,philly_corkage_fee,corkage_fee_amount,other_corkage_policy,wine_service_equipment,philly_equipment_other_note,byob_service_level,Latitude,Longitude,Date,Email_1,Email_2,Email_3
1585,Pera Turkish Cuisine,"944 N 2nd St, Philadelphia, PA 19123",(215) 660-9471,http://www.peraphiladelphia.com/,https://www.yelp.com/biz/pera-turkish-cuisine-philadelphia,"Mediterranean, Seafood, other",Turkish,free,,,,,: -- 請選擇 --,39.9653401,-75.1407093,2025/11/8,peraphiladelphia@gmail.com,,
1586,Porcini,"2048 Sansom St, Philadelphia, PA 19103",(215) 751-1175,,https://www.yelp.com/biz/porcini-philadelphia,Italian,,free,,,,,: -- 請選擇 --,39.9513535,-75.1751156,2025/11/8,,,
1587,Rice & Sambal,"1911 E Passyunk Ave, Philadelphia, PA 19148",(215) 279-7052,https://ricensambal.com/,https://www.yelp.com/biz/rice-and-sambal-philadelphia,"Asian, other",Supper Clubs,free,,,,,: -- 請選擇 --,39.9262755,-75.1674637,2025/11/8,,,
1588,Scannicchio's,"2500 S Broad St, Philadelphia, PA 19145",(215) 468-3900,http://www.scannicchio.online/,https://www.yelp.com/biz/scannicchios-philadelphia,"Italian, Mediterranean, Seafood",,free,,,,,: -- 請選擇 --,39.9193448,-75.1711197,2025/11/8,,,
1589,Stina,"1705 Snyder Ave, Philadelphia, PA 19145",(215) 337-3455,http://www.stinapizzeria.com/,https://www.yelp.com/biz/stina-philadelphia-3,"Mediterranean, other",Greek,free,,,,,: -- 請選擇 --,39.9252204,-75.1747167,2025/11/8,stinapizzeria@gmail.com,,
1590,Tamalex Restaurant,"1163 S 7th St, Philadelphia, PA 19147",(215) 465-1665,http://tamalexphilly.com/,https://www.yelp.com/biz/tamalex-restaurant-bar-and-griil-philadelphia,"Mexican, other",New Mexican Cuisine,free,,,,,: -- 請選擇 --,39.9339212,-75.1555565,2025/11/8,,,
1591,Thai Square Restaurant,"2521 Christian St, Philadelphia, PA 19146, United States",(215) 454-6683,http://www.thaisquarephilly.com/,https://www.yelp.com/biz/thai-square-restaurant-philadelphia-2,Thai,,free,,,,,: -- 請選擇 --,39.9425769,-75.1853068,2025/11/8,thaisquarephilly@gmail.com,,
1592,Trattoria Carina,"2201 Spruce St, Philadelphia, PA 19103, United States",(215) 732-5818,http://trattoriacarina.com/,https://www.yelp.com/biz/trattoria-carina-philadelphia-2,Italian,,free,,,,,: -- 請選擇 --,39.9487654,-75.1779684,2025/11/8,info@trattoriacarina.com,,
1593,Vic Sushi Bar,"2035 Sansom St, Philadelphia, PA 19103",(215) 564-4339,http://vic-sushi.com/,https://www.yelp.com/biz/vic-sushi-bar-philadelphia,"Japanese, other",Sushi Bars,free,,,,,: -- 請選擇 --,39.9515782,-75.1748309,2025/11/8,,,
1594,Vientiane Café,"4728 Baltimore Ave, Philadelphia, PA 19143",(215) 726-1095,http://www.vientiane-cafe.com/,https://www.yelp.com/biz/vientiane-caf%C3%A9-philadelphia-3,"Thai, other",Laotian,free,,,,,: -- 請選擇 --,39.9483882,-75.2179448,2025/11/8,,,
1726,Ristorante Aroma,"1245 S 3rd St, Philadelphia, PA 19147",(267) 314-5315,http://ristorantearomaphilly.com/,https://www.yelp.com/biz/ristorante-aroma-philadelphia-3,Italian,,free,,,,,: -- 請選擇 --,39.931907,-75.1495444,2025/11/16,,,
1727,Bricco Coal Fired Pizza,"128 Haddon Ave, Haddon Township, NJ 08108",(856) 477-2233  ,,https://www.yelp.com/biz/bricco-coal-fired-pizza-westmont,other,Pizza,free,,,,,: -- 請選擇 --,39.9104266,-75.0500695,2025/11/16,,,
1729,Cilantro Mediterranean Cuisine,"613 S 4th St, Philadelphia, PA 19147",(267) 761-9609  ,,https://www.yelp.com/biz/cilantro-new-mediterranean-cuisine-philadelphia,Mediterranean,,free,,,,,: -- 請選擇 --,39.9411149,-75.1490884,2025/11/16,,,
1730,Cucina Maria South Philly,"768 S 8th St, Philadelphia, PA 19147",(215) 408-0020,,https://www.yelp.com/biz/cucina-maria-philadelphia,"Italian, Seafood",,free,,,,,: -- 請選擇 --,39.9397045,-75.1562596,2025/11/16,,,
1731,Figs,"2501 Meredith St, Philadelphia, PA 19130",(215) 978-8440  ,http://www.figs-restaurant.com/,https://www.yelp.com/biz/figs-philadelphia,"Mediterranean, other",Moroccan,free,,,,,: -- 請選擇 --,39.9685181,-75.1785197,2025/11/16,,,
1732,Gnocchi Restaurant,"613 E Passyunk Ave, Philadelphia, PA 19147",(215) 592-8300,https://gnocchi-restaurant.com/,https://www.yelp.com/biz/gnocchi-restaurant-philadelphia,Italian,,free,,,,,: -- 請選擇 --,39.9413883,-75.1503546,2025/11/16,team@latofonts.com,impallari@gmail.com,
1733,Golden Gates Restaurant,"11058 Rennard St, Philadelphia, PA 19116",(215) 677-9337,https://www.goldengatesrestaurant.com/,https://www.yelp.com/biz/golden-gates-philadelphia,other,"Russian, Dance Clubs",free,,,,,: -- 請選擇 --,40.1219337,-75.0343274,2025/11/16,,,
1734,Hardena,"1754 S Hicks St #2217, Philadelphia, PA 19145",(215) 271-9442,,https://www.yelp.com/biz/hardena-waroeng-surabaya-restaurant-philadelphia,"Asian, other",Indonesian,free,,,,,: -- 請選擇 --,39.9284464,-75.1712586,2025/11/16,,,
1735,Heavy Metal Sausage,"1527 W Porter St, Philadelphia, PA 19145",,,https://www.yelp.com/biz/heavy-metal-sausage-philadelphia,"Italian, other",Sandwiches,free,,,,,: -- 請選擇 --,39.9199012,-75.1733832,2025/11/16,,,
1736,Kanella,"1001 Spruce St, Philadelphia, PA 19107",(267) 928-2085,http://kanellarestaurant.com/,https://www.yelp.com/biz/kanella-philadelphia-4,"Mediterranean, other",Middle Eastern,free,,,,,: -- 請選擇 --,39.9463188,-75.1579609,2025/11/16,info@kanellarestaurant.com,culinaryking@hotmail.com,
1737,La Canasta Mexican Food,"2341 S 4th St, Philadelphia, PA 19148",(267) 639-4060  ,http://lacanastamexicanfoodpa.com/,https://www.yelp.com/biz/la-canasta-mexican-food-philadelphia-3,Mexican,,free,,,,,: -- 請選擇 --,39.9186314,-75.1539893,2025/11/16,,,
1738,La Fontana Della Citta,"1701 Spruce St, Philadelphia, PA 19103",(215) 875-9990  ,https://www.lafontanaphl.com/,https://www.yelp.com/biz/la-fontana-della-citta-philadelphia,Italian,,free,,,,,: -- 請選擇 --,39.947769,-75.1697005,2025/11/16,sdaku@dakugroupllc.net,,
1739,La Sera Italiana BYOB,"1608 South St, Philadelphia, PA 19146, United States",(267) 930-7805,,https://www.yelp.com/biz/la-sera-italiana-philadelphia,"Italian, other","Salad, Burgers",free,,,,,: -- 請選擇 --,39.9439675,-75.1691533,2025/11/16,,,
1740,La Trattoria,"7131 Germantown Ave, Philadelphia, PA 19119",(267) 430-0007,http://www.trattoriamoma.com/,https://www.yelp.com/biz/la-trattoria-philadelphia,Italian,,free,,,,,: -- 請選擇 --,40.0593185,-75.1900363,2025/11/16,moma.trattoria@gmail.com,hello@trattoriamoma.com,hello@latrattoriamtairy.com
1741,Los Gallos,"951 Wolf St, Philadelphia, PA 19148",(215) 551-1245  ,http://www.losgallos-mexicantaqueria.com/,https://www.yelp.com/biz/los-gallos-mexican-taqueria-philadelphia,Mexican,,free,,,,,: -- 請選擇 --,39.9211559,-75.1632665,2025/11/16,taquerialosgallos@hotmail.com,,
1742,México Lindo Y Que Rico Restaurant,"700 Moore St, Philadelphia, PA 19148",(215) 755-1005  ,https://www.facebook.com/mlyquerico/,https://www.yelp.com/biz/m%C3%A9xico-lindo-philadelphia,Mexican,,free,,,,,: -- 請選擇 --,39.9264057,-75.1575356,2025/11/16,,,
1743,Osteria Ama Philly,"1905 Chestnut St, Philadelphia, PA 19103",(484) 355-4133  ,http://osteriaama-philly.com/,https://www.yelp.com/biz/osteria-ama-philadelphia-3,"Italian, Seafood, other",Pizza,free,,,,,: -- 請選擇 --,39.9521121,-75.1721491,2025/11/16,info@osteriaamaphilly.com,,
1744,Pizza Richmond,"3136 Richmond St, Philadelphia, PA 19134",(267) 804-7745,http://pizzarichmond.com/,https://www.yelp.com/biz/pizza-richmond-philadelphia,other,Pizza,free,,,,,: -- 請選擇 --,39.9824852,-75.1028396,2025/11/16,pizza@pizzarichmond.com,,
1745,Sakana Omakase Sushi,"616 S 2nd St, Philadelphia, PA 19147",(215) 922-2149  ,http://phillysakana.com/,https://www.yelp.com/biz/sakana-omakas%C3%A8-sushi-philadelphia-3,"Japanese, other",Sushi Bars,free,,,,,: -- 請選擇 --,39.9407077,-75.1460442,2025/11/16,,,
1746,Tabachoy,"932 S 10th St, Philadelphia, PA 19147",(215) 315-8720,https://www.tabachoyphilly.com/,https://www.yelp.com/biz/tabachoy-philadelphia,"Asian, other",Filipino,free,,,,,: -- 請選擇 --,39.9383334,-75.1597839,2025/11/16,chance@tabachoyphilly.com,tabachoyphilly@gmail.com,
1747,Tacconelli's Pizza,"2604 E Somerset St, Philadelphia, PA 19134",(215) 425-4983,http://www.tacconellispizzeria.com/,https://www.yelp.com/biz/tacconellis-pizzeria-at-rivers-casino-philadelphia-philadelphia,"Italian, other",Pizza,free,,,,,: -- 請選擇 --,39.9803949,-75.1131337,2025/11/16,,,
1748,Tonalli Philly,"100 Morris St, Philadelphia, PA 19148",(215) 608-8145,https://www.tonallimenu.com/,https://www.yelp.com/biz/tonalli-philadelphia,other,"Pizza, Tacos",free,,,,,: -- 請選擇 --,39.9263366,-75.1474124,2025/11/16,,,
1749,Umai Umai,"533 N 22nd St, Philadelphia, PA 19130",(215) 988-0707 ,https://www.umai-umai.com/,https://www.yelp.com/biz/umai-umai-philadelphia,"Japanese, other",Sushi Bars,free,,,,,: -- 請選擇 --,39.9646894,-75.1741112,2025/11/16,,,
1750,Winkel,"1119 Locust St, Philadelphia, PA 19107",(267) 639-3453,https://www.winkelphilly.com/,https://www.yelp.com/biz/winkel-philadelphia-4,other,"Breakfast & Brunch, Coffee & Tea, Sandwiches",free,,,,,: -- 請選擇 --,39.947806,-75.1603421,2025/11/16,,,
1754,Chateau Rouge,"2108 South St, Philadelphia, PA 19146",(445) 223-4110,https://chateaurougephilly.com/,https://www.yelp.com/biz/chateau-rouge-philadelphia,"French, other",African,other,,$10 per table,,,: -- 請選擇 --,39.9449727,-75.1773951,2025/11/17,hello@chateaurougephilly.com,,
1755,Baby's Kusina + Market,"2816 W Girard Ave, Philadelphia, PA 19130",,https://babysphl.com/,https://www.yelp.com/biz/baby-s-kusina-market-philadelphia,other,Pop-Up Restaurants,free,,,,,: -- 請選擇 --,39.9742367,-75.1825468,2025/11/17,info@babysphl.com,,
1756,Yuhiro Omakase Sushi,"2146 E Susquehanna Ave, Philadelphia, PA 19125",(267) 876-7062,https://www.yuhirosushi.com/,https://www.yelp.com/biz/yuhiro-omakase-sushi-and-handroll-bar-philadelphia,"Japanese, other","Sushi Bars, Wine Bars",free,,,,,: -- 請選擇 --,39.9798258,-75.1298355,2025/11/17,yuhirosushi@gmail.com,,
1757,Mabu Kitchen,"1120 Pine St, Philadelphia, PA 19107",(215) 279-7590,http://mabukitchenphilly.com/,https://www.yelp.com/biz/mabu-kitchen-philadelphia,"French, other","Breakfast & Brunch, Comfort Food",free,,,,,: -- 請選擇 --,39.9448762,-75.1607628,2025/11/18,mabukitchenmanager@outlook.com,,
1786,The Choice,"845 W Lancaster Ave Bryn Mawr, PA 19010",(484) 383-3230,https://thechoice-restaurant.com/,https://www.yelp.com/biz/the-choice-bryn-mawr,other,Modern European,free,,,,,: -- 請選擇 --,40.0223183,-75.3195808,2025/12/6,,,
1787,Amma's South Indian Cuisine,"103 S 39th St UNIT 3, PA 19104",(808) 762 6627,https://ammasrestaurants.com/university-city/,https://www.yelp.com/biz/amma-s-south-indian-cuisine-philadelphia,Indian,,free,,,,,: -- 請選擇 --,39.954629,-75.1996839,2025/12/6,info@ammasusa.com,,
1788,Terakawa Ramen,"204 North 9th street, Philadelphia, PA 19107",(267) 687-1355,https://terakawaramen.com/,https://www.yelp.com/biz/terakawa-ramen-philadelphia,other,Ramen,free,,,,,: -- 請選擇 --,39.9554086,-75.1544861,2025/12/6,,,
1789,Terakawa Ramen,"125 South 40th Street, Philadelphia, PA 19104",(215) 516-6818,https://terakawaramen.com/,https://www.yelp.com/biz/terakawa-ramen-philadelphia-2,other,Ramen,free,,,,,: -- 請選擇 --,39.9547153,-75.2020952,2025/12/6,,,
1790,Chu Shang Spicy,"925 Arch St, Philadelphia, PA 19107",(215) 928-9999,,https://www.yelp.com/biz/chu-shang-spicy-%E5%8E%A8%E5%B0%9A%E9%BA%BB%E8%BE%A3-philadelphia,Chinese,,free,,,,,: -- 請選擇 --,39.9538136,-75.1558378,2025/12/6,,,
1791,Tiffin Indian Cuisine Fairmount,"1921 Fairmount Ave, Philadelphia, PA 19130",(215) 337-3381,https://www.tiffin.com/,https://www.yelp.com/biz/tiffin-fairmount-philadelphia,"Vegan, Indian, other",Desserts,free,,,,,: -- 請選擇 --,39.967476,-75.1694289,2025/12/6,catering@tiffin.com,,
1792,Elwood ,"1007 Frankford Ave, Philadelphia, PA 19125",(215) 279-7427,https://www.elwoodrestaurant.com/,https://www.yelp.com/biz/elwood-philadelphia-2,American,"New American, Tea Rooms",free,,,,,: -- 請選擇 --,39.9663935,-75.1342637,2025/12/6,info@elwoodrestaurant.com,,
1793,Radicchio Cafe,"402 Wood St Philadelphia, PA 19106",(215) 627-6850,https://www.radicchiocafe.com/,https://www.yelp.com/biz/radicchio-cafe-philadelphia,"Italian, other",Cafes,free,,,,,: -- 請選擇 --,39.9566201,-75.1463334,2025/12/6,info@radicchiocafe.com,,
1794,Bucatini Caffè,"1824 S 13th St, Philadelphia, PA 19148",(215) 990-2821,https://bucatinicaffe.com/,https://www.yelp.com/biz/bucatini-caffe-philadelphia,"Italian, other",Pasta Shops,free,,,,,: -- 請選擇 --,39.9270788,-75.1671522,2025/12/7,,,
