restaurant_id,name,rating,review_count,price,phone,display_phone,url,image_url,is_closed,categories,address,city,state,zip_code,latitude,longitude,search_term,confidence_score,crawled_at,source,sources,website,types
05ev984NYfimRN0UiFrxaA,Osteria,3.9,1111,$$$,+12157630920,(215) 763-0920,https://www.yelp.com/biz/osteria-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/bYcjkPxqJKfJcW5pd3k6SA/o.jpg,False,"['Italian', 'Wine Bars']",640 N Broad St,Philadelphia,PA,19130,39.965015,-75.161076,BYOB Philadelphia,Medium,2025-10-16T19:20:35.865908,Yelp,['Yelp'],,
L7LoAWGJobcd2S5xeTMHEA,Sabrina's Café - South Street,4.3,146,$$,+14452231419,(445) 223-1419,https://www.yelp.com/biz/sabrinas-caf%C3%A9-south-street-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/8cqYkU8dh8Iysldy3hLS5Q/o.jpg,False,"['Breakfast & Brunch', 'New American', 'Beer, Wine & Spirits']",2101 South St,Philadelphia,PA,19146,39.945246052113355,-75.177204,BYOB Philadelphia,Medium,2025-10-16T19:20:35.923294,Yelp,['Yelp'],,
ZsSsyknkpARZUrD6rRH27A,Alimentari ,4.5,58,$$,+12156659220,(215) 665-9220,https://www.yelp.com/biz/alimentari-philadelphia-3?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/N9Gpdn47gQcPy_QK34s-2Q/o.jpg,False,"['Wine Bars', 'Italian']",1730 Chestnut St,Philadelphia,PA,19103,39.9513109633379,-75.1700653508306,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.085742,Yelp,['Yelp'],,
j-qtdD55OLfSqfsWuQTDJg,Parc,4.2,3574,$$$,+12155452262,(215) 545-2262,https://www.yelp.com/biz/parc-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/gNDW-f8A_HW-Fujv7DShSw/o.jpg,False,"['French', 'Wine Bars', 'Breakfast & Brunch']",227 S 18th St,Philadelphia,PA,19103,39.9491724,-75.1707273,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.086004,Yelp,['Yelp'],,
UUWf7TjrxqsYZO4pE2ipQA,Little Water,4.3,46,,+12153373343,(215) 337-3343,https://www.yelp.com/biz/little-water-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/M5UBaCdF71gtIYcENMETpw/o.jpg,False,"['New American', 'Wine Bars', 'Cocktail Bars']",261 S 20th St,Philadelphia,PA,19103,39.94862022119836,-75.1740323,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.089965,Yelp,['Yelp'],,
4cTm_8r-abJriSMC2Pw98A,Prunella,4.3,298,$$,+12156318058,(215) 631-8058,https://www.yelp.com/biz/prunella-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/zhLmXjHMedHiWDR6VT0Ljg/o.jpg,False,"['Italian', 'Pizza', 'Wine Bars']",112 S 13th St,Philadelphia,PA,19107,39.94994,-75.16217,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.091685,Yelp,['Yelp'],,
axGCqCTrHCZmpsGg8VwDzA,Meetinghouse,4.4,41,,,,https://www.yelp.com/biz/meetinghouse-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/jB4kmjp_vkH_FtIHMQlQ3Q/o.jpg,False,"['Beer Bar', 'Wine Bars', 'Sandwiches']",2331 E Cumberland St,Philadelphia,PA,19125,39.980379049555616,-75.12305729091167,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.093093,Yelp,['Yelp'],,
KsFuzQCOPhP8eHmt3rP11Q,El Techo,3.5,158,$$,,,https://www.yelp.com/biz/el-techo-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/wZXofMHOzr9U6GMRueL_oQ/o.jpg,False,"['Mexican', 'Wine Bars', 'Beer Bar']",1830 Ludlow St,Philadelphia,PA,19103,39.95244054015303,-75.17123806161266,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.113437,Yelp,['Yelp'],,
cRSmsN-dCCuXlBDWIJP7-Q,Amada,4.1,70,,+14844292158,(484) 429-2158,https://www.yelp.com/biz/amada-wayne?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/x3d6W1ZNZ5-ZKwxzv-jxoQ/o.jpg,False,"['Spanish', 'Beer, Wine & Spirits']",555 E Lancaster Ave,Wayne,PA,19087,40.0415190952652,-75.36783891876546,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.138321,Yelp,['Yelp'],,
gbw5wqRVjeyCEExrM0RPmA,Monde Market,4.4,78,$,+12154960564,(215) 496-0564,https://www.yelp.com/biz/monde-market-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/1PoUOonNyMMxpwIO8lhqDQ/o.jpg,False,"['Beer, Wine & Spirits', 'Convenience Stores', 'Delis']",100 S 21st St,Philadelphia,PA,19103,39.952034225796,-75.175632041287,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.141346,Yelp,['Yelp'],,
bqfQIHgtfXhd80lTHftZJA,Kiddo Restaurant,4.6,57,,+12153983377,(215) 398-3377,https://www.yelp.com/biz/kiddo-restaurant-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/iCfyDRVb91Vx9G3B7l7GCQ/o.jpg,False,"['Cocktail Bars', 'Beer, Wine & Spirits', 'Breakfast & Brunch']",1138 Pine St,Philadelphia,PA,19107,39.944948,-75.161248,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.142490,Yelp,['Yelp'],,
jOaJ4PFGhGiM8fhuYcYFRg,Little Sicily 2,4.4,338,$$,+12154658787,(215) 465-8787,https://www.yelp.com/biz/little-sicily-2-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/HUKRA9RQLzFPAQYn8I9Rfw/o.jpg,False,"['Pizza', 'Indian', 'Beer, Wine & Spirits']",1608 S Christopher Columbus Blvd,Philadelphia,PA,19148,39.926519,-75.14569,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.145622,Yelp,['Yelp'],,
Wtr51cNrv1pYyIRg_IawYQ,The Victor Cafe,4.5,607,$$,+12154683040,(215) 468-3040,https://www.yelp.com/biz/the-victor-cafe-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/8YUxbVuBdtm3jPBmAJiRZw/o.jpg,False,"['Italian', 'Wine Bars']",1303 Dickinson St,Philadelphia,PA,19147,39.931653,-75.166327,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.163155,Yelp,['Yelp'],,
hlpK0tXnqrEA8RSDlKqETQ,Picnic,4.1,88,,,,https://www.yelp.com/biz/picnic-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/QZ8MTwqJhjg57VyoZpnjBg/o.jpg,False,"['Wine Bars', 'Seafood', 'Beer, Wine & Spirits']",2421 Martha St,Philadelphia,PA,19125,39.98224,-75.12759,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.187927,Yelp,['Yelp'],,
4rG4tJF2EC2CfYvBu_uqpQ,Cry Baby Pasta,3.9,305,$$,+12675343076,(267) 534-3076,https://www.yelp.com/biz/cry-baby-pasta-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/n7WqjN-iGIfwaeS-5DwMRQ/o.jpg,False,"['Italian', 'Wine Bars']",627 S 3rd St,Philadelphia,PA,19147,39.9406127199395,-75.1475720107555,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.198093,Yelp,['Yelp'],,
61W3fFYoMKpuD_AHA-VzYg,Hiramasa,4.3,35,,+14844204023,(484) 420-4023,https://www.yelp.com/biz/hiramasa-newtown-square?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/wThjex-KQfxI0U7sOwoOWg/o.jpg,False,"['Japanese', 'Desserts', 'Wine Bars']",3554 West Chester Pike,Newtown Square,PA,19073,39.98594806086161,-75.39660941809416,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.224832,Yelp,['Yelp'],,
6CUkqed0rhHtFwQ2i7Otsw,Barcelona Wine Bar Passyunk,4.4,896,$$$,+12155157900,(215) 515-7900,https://www.yelp.com/biz/barcelona-wine-bar-passyunk-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/ktTsHOH1ebWfQ97aTyo9vw/o.jpg,False,"['Tapas/Small Plates', 'Spanish', 'Wine Bars']",1709 E Passyunk Ave,Philadelphia,PA,19148,39.9281,-75.16527,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.226320,Yelp,['Yelp'],,
-UJ7ZTb3zfmqZogmy3fnGg,Bellini,3.1,433,$$,+12155451191,(215) 545-1191,https://www.yelp.com/biz/bellini-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/0izZ8CHlhbW46qtKOU-EQw/o.jpg,False,"['Italian', 'Cocktail Bars', 'Wine Bars']",220 S 16th St,Philadelphia,PA,19102,39.949084,-75.167867,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.228380,Yelp,['Yelp'],,
9mA9qYqiv4c0T9ASid3PIQ,The Capital Grille,4.1,782,$$$,+12155459588,(215) 545-9588,https://www.yelp.com/biz/the-capital-grille-philadelphia-3?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/ml7ZiY-3Xvst2RZYOCc3hQ/o.jpg,False,"['Steakhouses', 'Seafood', 'Wine Bars']",1338-46 Chestnut St,Philadelphia,PA,19107,39.95071,-75.16375,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.230961,Yelp,['Yelp'],,
sV6up2rehuTegmfo3uYUtA,City Winery Philadelphia,2.8,351,$$$,+12674797373,(267) 479-7373,https://www.yelp.com/biz/city-winery-philadelphia-philadelphia-5?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/qnY99-NCdY7oqVMa5SGvNA/o.jpg,False,"['Wine Bars', 'Venues & Event Spaces', 'Mediterranean']",990 Filbert St,Philadelphia,PA,19107,39.95247,-75.15625,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.243575,Yelp,['Yelp'],,
kzy0Kf7z1ucbL2sVbfAFsg,Ruth's Chris Steak House,3.4,267,$$$,+12157901515,(215) 790-1515,https://www.yelp.com/biz/ruths-chris-steak-house-philadelphia-4?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/xDq1Fdh-9lAc7SDji_jySg/o.jpg,False,"['Steakhouses', 'Wine Bars', 'Seafood']",1800 Market St,Philadelphia,PA,19103,39.9529585649147,-75.17029927055232,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.248157,Yelp,['Yelp'],,
ZCj5o6j6_0JjGOe04WoLsg,Banh Mi and Bottles,4.1,322,$$,+12158001533,(215) 800-1533,https://www.yelp.com/biz/banh-mi-and-bottles-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/qDEq3bKAbws9zV4luu-GOw/o.jpg,False,"['Vietnamese', 'Beer, Wine & Spirits', 'Cocktail Bars']",712-14 S St,Philadelphia,PA,19147,39.942132,-75.15444,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.251277,Yelp,['Yelp'],,
ppgoocYga1HPYL6lsIZvnw,Walnut Hill College,3.8,95,$$,+12672952302,(267) 295-2302,https://www.yelp.com/biz/walnut-hill-college-philadelphia-3?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/8-K4T56KkD3H_CqkrRkTRQ/o.jpg,False,"['French', 'Bakeries', 'Wine Bars']",4207 Walnut St,Philadelphia,PA,19104,39.95512,-75.20747,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.251766,Yelp,['Yelp'],,
L_Rwy6oSAnMUY3NCDspxmA,The Good King Tavern,4.2,385,$$,+12156253700,(215) 625-3700,https://www.yelp.com/biz/the-good-king-tavern-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/di_a07vZy4hO7CvNJcKlvg/o.jpg,False,"['Cocktail Bars', 'French', 'Wine Bars']",614 S 7th St,Philadelphia,PA,19147,39.941969,-75.154207,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.252258,Yelp,['Yelp'],,
XPwT83sQMlVCh8_ztbyCFw,Philly's Gourmet Steaks,3.8,110,$$,+12159234397,(215) 923-4397,https://www.yelp.com/biz/phillys-gourmet-steaks-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/4oUWzz2kqk06BnNYgjRZcw/o.jpg,False,"['Cheesesteaks', 'Burgers', 'Beer, Wine & Spirits']",114 Market St,Philadelphia,PA,19106,39.9496413445541,-75.1427980139852,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.252753,Yelp,['Yelp'],,
mJ_THREGbgGRWshvtQ-AVQ,The ChopHouse,3.9,365,$$$,+18565667300,(856) 566-7300,https://www.yelp.com/biz/the-chophouse-gibbsboro?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/GrcU5ybru-ecDPmMrzCE4g/o.jpg,False,"['Steakhouses', 'Wine Bars', 'Cocktail Bars']",4 Lakeview Dr S,Gibbsboro,NJ,08026,39.84070493405993,-74.9614452,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.253267,Yelp,['Yelp'],,
2pLIQ0RHSmUbF0eIRT0LYg,Vintage Wine Bar,3.9,459,$$,+12159223095,(215) 922-3095,https://www.yelp.com/biz/vintage-wine-bar-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/kLCuf_gMM-3k6PYdQc4ffQ/o.jpg,False,"['Wine Bars', 'French']",129 S 13th St,Philadelphia,PA,19107,39.9495544433594,-75.1617584228516,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.253764,Yelp,['Yelp'],,
jHVotJhyPKOLuO7MVnmbtQ,Royal Tavern,4.1,710,$$,+12153896694,(215) 389-6694,https://www.yelp.com/biz/royal-tavern-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/Kf2XNTVKmA0GryGl0KbJwQ/o.jpg,False,"['Sandwiches', 'Wine Bars', 'Cocktail Bars']",937 E Passyunk Ave,Philadelphia,PA,19147,39.9369812011719,-75.1544799804688,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.254295,Yelp,['Yelp'],,
Wo4JAP8XQqaNFUauDb2aZg,Fishtown Social,4.0,87,$$,,,https://www.yelp.com/biz/fishtown-social-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/JiHI0DfSz1JxlOGAALrCPg/o.jpg,False,"['Wine Bars', 'Tapas/Small Plates', 'Cocktail Bars']",1525 Frankford Ave,Philadelphia,PA,19125,39.97391,-75.13333,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.254820,Yelp,['Yelp'],,
Mfvk9uEEhdCqj8S2u7dWgQ,Seasons 52,4.1,626,$$,+18566651052,(856) 665-1052,https://www.yelp.com/biz/seasons-52-cherry-hill-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/5WSyvl0NhBHXyixuPNrIcw/o.jpg,False,"['Wine Bars', 'New American', 'Seafood']",2000 NJ 38,Cherry Hill,NJ,08002,39.940250796327696,-75.026518,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.256637,Yelp,['Yelp'],,
EDIDMgOAz6AhDzCtPqehNg,Fleming’s Prime Steakhouse & Wine Bar,4.0,352,$$$,+16106889463,(610) 688-9463,https://www.yelp.com/biz/fleming-s-prime-steakhouse-and-wine-bar-radnor?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/Tx3adXc7zn9fsPCoqJ6YwQ/o.jpg,False,"['Steakhouses', 'Wine Bars', 'Seafood']",555 E Lancaster Ave,Radnor,PA,19087,40.041191,-75.3676536,bring your own wine Philadelphia,Medium,2025-10-16T19:20:40.313424,Yelp,['Yelp'],,
JVDHxMnKjif8XdXVFWiClg,Dizengoff,4.5,893,$$,+12158678181,(215) 867-8181,https://www.yelp.com/biz/dizengoff-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/vfDe2hWvjAJ-RIcLCuyAzg/o.jpg,False,"['Middle Eastern', 'Beer, Wine & Spirits']",1625 Sansom St,Philadelphia,PA,19103,39.95076241490078,-75.16858163219797,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.316430,Yelp,['Yelp'],,
YtSqYv1Q_pOltsVPSx54SA,Rittenhouse Grill,3.8,364,$$$,+12157721701,(215) 772-1701,https://www.yelp.com/biz/rittenhouse-grill-philadelphia-3?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/Denxy5i3napzC__mNKW_fw/o.jpg,False,"['Steakhouses', 'Wine Bars', 'Seafood']",1701 Locust St,Philadelphia,PA,19103,39.94915,-75.16955,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.365667,Yelp,['Yelp'],,
jxEMFqwDJXjCxmcm5t5jVQ,Cleavers,4.1,1760,$$,+12155153828,(215) 515-3828,https://www.yelp.com/biz/cleavers-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/Lk-zROpKmX21gdA3bbUzRg/o.jpg,False,"['Cheesesteaks', 'Sandwiches', 'Beer, Wine & Spirits']",108 S 18th St,Philadelphia,PA,19103,39.9513931274414,-75.1706237792969,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.366641,Yelp,['Yelp'],,
